date,age,cases
2020-11-12,15_19,1628
2020-11-12,20_24,2022
2020-11-12,25_29,2101
2020-11-12,30_34,1992
2020-11-12,35_39,1782
2020-11-12,40_44,1678
2020-11-12,45_49,1727
2020-11-12,50_54,1763
2020-11-12,55_59,1579
2020-11-12,60+,3878
2020-11-13,00_04,473
2020-11-13,05_09,592
2020-11-13,10_14,1043
2020-11-13,15_19,1584
2020-11-13,20_24,1854
2020-11-13,25_29,1935
2020-11-13,30_34,1857
2020-11-13,35_39,1793
2020-11-13,40_44,1631
2020-11-13,45_49,1709
2020-11-13,50_54,1760
2020-11-13,55_59,1622
2020-11-13,60+,3981
2020-11-14,00_04,347
2020-11-14,05_09,392
2020-11-14,10_14,830
2020-11-14,15_19,1150
2020-11-14,20_24,1408
2020-11-14,25_29,1434
2020-11-14,30_34,1390
2020-11-14,35_39,1375
2020-11-14,40_44,1246
2020-11-14,45_49,1319
2020-11-14,50_54,1348
2020-11-14,55_59,1203
2020-11-14,60+,2740
2020-11-15,00_04,344
2020-11-15,05_09,385
2020-11-15,10_14,708
2020-11-15,15_19,1043
2020-11-15,20_24,1124
2020-11-15,25_29,1229
2020-11-15,30_34,1207
2020-11-15,35_39,1169
2020-11-15,40_44,1163
2020-11-15,45_49,1159
2020-11-15,50_54,1189
2020-11-15,55_59,1085
2020-11-15,60+,2544
2020-11-16,00_04,524
2020-11-16,05_09,705
2020-11-16,10_14,1433
2020-11-16,15_19,1647
2020-11-16,20_24,1829
2020-11-16,25_29,1929
2020-11-16,30_34,1970
2020-11-16,35_39,1906
2020-11-16,40_44,1857
2020-11-16,45_49,1912
2020-11-16,50_54,1992
2020-11-16,55_59,1727
2020-11-16,60+,4405
2020-11-17,00_04,392
2020-11-17,05_09,632
2020-11-17,10_14,1277
2020-11-17,15_19,1547
2020-11-17,20_24,1545
2020-11-17,25_29,1649
2020-11-17,30_34,1728
2020-11-17,35_39,1632
2020-11-17,40_44,1533
2020-11-17,45_49,1615
2020-11-17,50_54,1621
2020-11-17,55_59,1436
2020-11-17,60+,3784
2020-11-18,00_04,418
2020-11-18,05_09,591
2020-11-18,10_14,1254
2020-11-18,15_19,1304
2020-11-18,20_24,1414
2020-11-18,25_29,1490
2020-11-18,30_34,1610
2020-11-18,35_39,1451
2020-11-18,40_44,1448
2020-11-18,45_49,1464
2020-11-18,50_54,1432
2020-11-18,55_59,1242
2020-11-18,60+,3183
2020-11-19,00_04,369
2020-11-19,05_09,539
2020-11-19,10_14,1055
2020-11-19,15_19,1157
2020-11-19,20_24,1185
2020-11-19,25_29,1257
2020-11-19,30_34,1349
2020-11-19,35_39,1247
2020-11-19,40_44,1209
2020-11-19,45_49,1258
2020-11-19,50_54,1166
2020-11-19,55_59,1013
2020-11-19,60+,2748
2020-11-20,00_04,335
2020-11-20,05_09,515
2020-11-20,10_14,1000
2020-11-20,15_19,1035
2020-11-20,20_24,1088
2020-11-20,25_29,1247
2020-11-20,30_34,1264
2020-11-20,35_39,1175
2020-11-20,40_44,1165
2020-11-20,45_49,1171
2020-11-20,50_54,1121
2020-11-20,55_59,962
2020-11-20,60+,2712
2020-11-21,00_04,223
2020-11-21,05_09,332
2020-11-21,10_14,719
2020-11-21,15_19,768
2020-11-21,20_24,769
2020-11-21,25_29,856
2020-11-21,30_34,893
2020-11-21,35_39,908
2020-11-21,40_44,862
2020-11-21,45_49,838
2020-11-21,50_54,909
2020-11-21,55_59,712
2020-11-21,60+,1916
2020-11-22,00_04,265
2020-11-22,05_09,337
2020-11-22,10_14,647
2020-11-22,15_19,719
2020-11-22,20_24,729
2020-11-22,25_29,821
2020-11-22,30_34,836
2020-11-22,35_39,888
2020-11-22,40_44,842
2020-11-22,45_49,836
2020-11-22,50_54,866
2020-11-22,55_59,627
2020-11-22,60+,1728
2020-11-23,00_04,340
2020-11-23,05_09,578
2020-11-23,10_14,1138
2020-11-23,15_19,1212
2020-11-23,20_24,1168
2020-11-23,25_29,1331
2020-11-23,30_34,1386
2020-11-23,35_39,1312
2020-11-23,40_44,1361
2020-11-23,45_49,1266
2020-11-23,50_54,1229
2020-11-23,55_59,1087
2020-11-23,60+,2918
2020-11-24,00_04,306
2020-11-24,05_09,480
2020-11-24,10_14,956
2020-11-24,15_19,967
2020-11-24,20_24,978
2020-11-24,25_29,1140
2020-11-24,30_34,1220
2020-11-24,35_39,1158
2020-11-24,40_44,1111
2020-11-24,45_49,1164
2020-11-24,50_54,1025
2020-11-24,55_59,895
2020-11-24,60+,2718
2020-11-25,00_04,323
2020-11-25,05_09,526
2020-11-25,10_14,1066
2020-11-25,15_19,1000
2020-11-25,20_24,1056
2020-11-25,25_29,1129
2020-11-25,30_34,1153
2020-11-25,35_39,1147
2020-11-25,40_44,1148
2020-11-25,45_49,1123
2020-11-25,50_54,1037
2020-11-25,55_59,893
2020-11-25,60+,2435
2020-11-26,00_04,313
2020-11-26,05_09,445
2020-11-26,10_14,915
2020-11-26,15_19,920
2020-11-26,20_24,827
2020-11-26,25_29,1017
2020-11-26,30_34,1106
2020-11-26,35_39,1037
2020-11-26,40_44,999
2020-11-26,45_49,956
2020-11-26,50_54,875
2020-11-26,55_59,747
2020-11-26,60+,2175
2020-11-27,00_04,287
2020-11-27,05_09,480
2020-11-27,10_14,872
2020-11-27,15_19,884
2020-11-27,20_24,831
2020-11-27,25_29,949
2020-11-27,30_34,1023
2020-11-27,35_39,1001
2020-11-27,40_44,1007
2020-11-27,45_49,920
2020-11-27,50_54,955
2020-11-27,55_59,772
2020-11-27,60+,2334
2020-11-28,00_04,212
2020-11-28,05_09,318
2020-11-28,10_14,665
2020-11-28,15_19,661
2020-11-28,20_24,649
2020-11-28,25_29,773
2020-11-28,30_34,832
2020-11-28,35_39,783
2020-11-28,40_44,777
2020-11-28,45_49,762
2020-11-28,50_54,739
2020-11-28,55_59,604
2020-11-28,60+,1502
2020-11-29,00_04,234
2020-11-29,05_09,326
2020-11-29,10_14,605
2020-11-29,15_19,611
2020-11-29,20_24,627
2020-11-29,25_29,713
2020-11-29,30_34,755
2020-11-29,35_39,784
2020-11-29,40_44,765
2020-11-29,45_49,791
2020-11-29,50_54,720
2020-11-29,55_59,554
2020-11-29,60+,1493
2020-11-30,00_04,318
2020-11-30,05_09,571
2020-11-30,10_14,1166
2020-11-30,15_19,1033
2020-11-30,20_24,950
2020-11-30,25_29,1223
2020-11-30,30_34,1241
2020-11-30,35_39,1226
2020-11-30,40_44,1190
2020-11-30,45_49,1233
2020-11-30,50_54,1183
2020-11-30,55_59,917
2020-11-30,60+,2832
2020-12-01,00_04,314
2020-12-01,05_09,509
2020-12-01,10_14,986
2020-12-01,15_19,1028
2020-12-01,20_24,922
2020-12-01,25_29,1038
2020-12-01,30_34,1170
2020-12-01,35_39,1091
2020-12-01,40_44,1052
2020-12-01,45_49,1047
2020-12-01,50_54,1059
2020-12-01,55_59,807
2020-12-01,60+,2551
2020-12-02,00_04,327
2020-12-02,05_09,535
2020-12-02,10_14,921
2020-12-02,15_19,963
2020-12-02,20_24,953
2020-12-02,25_29,1101
2020-12-02,30_34,1107
2020-12-02,35_39,1144
2020-12-02,40_44,1171
2020-12-02,45_49,1075
2020-12-02,50_54,1001
2020-12-02,55_59,842
2020-12-02,60+,2362
2020-12-03,00_04,312
2020-12-03,05_09,510
2020-12-03,10_14,947
2020-12-03,15_19,869
2020-12-03,20_24,901
2020-12-03,25_29,1039
2020-12-03,30_34,1015
2020-12-03,35_39,1127
2020-12-03,40_44,1099
2020-12-03,45_49,1017
2020-12-03,50_54,853
2020-12-03,55_59,729
2020-12-03,60+,2215
2020-12-04,00_04,285
2020-12-04,05_09,546
2020-12-04,10_14,1028
2020-12-04,15_19,948
2020-12-04,20_24,863
2020-12-04,25_29,987
2020-12-04,30_34,1056
2020-12-04,35_39,1051
2020-12-04,40_44,1030
2020-12-04,45_49,1021
2020-12-04,50_54,1033
2020-12-04,55_59,744
2020-12-04,60+,2323
2020-12-05,00_04,245
2020-12-05,05_09,372
2020-12-05,10_14,720
2020-12-05,15_19,748
2020-12-05,20_24,724
2020-12-05,25_29,857
2020-12-05,30_34,919
2020-12-05,35_39,847
2020-12-05,40_44,880
2020-12-05,45_49,833
2020-12-05,50_54,770
2020-12-05,55_59,645
2020-12-05,60+,1657
2020-12-06,00_04,265
2020-12-06,05_09,380
2020-12-06,10_14,793
2020-12-06,15_19,810
2020-12-06,20_24,728
2020-12-06,25_29,855
2020-12-06,30_34,977
2020-12-06,35_39,981
2020-12-06,40_44,948
2020-12-06,45_49,950
2020-12-06,50_54,817
2020-12-06,55_59,661
2020-12-06,60+,1815
2020-12-07,00_04,397
2020-12-07,05_09,683
2020-12-07,10_14,1269
2020-12-07,15_19,1348
2020-12-07,20_24,1178
2020-12-07,25_29,1346
2020-12-07,30_34,1443
2020-12-07,35_39,1518
2020-12-07,40_44,1469
2020-12-07,45_49,1479
2020-12-07,50_54,1284
2020-12-07,55_59,1157
2020-12-07,60+,2936
2020-12-08,00_04,398
2020-12-08,05_09,635
2020-12-08,10_14,1237
2020-12-08,15_19,1166
2020-12-08,20_24,1200
2020-12-08,25_29,1439
2020-12-08,30_34,1444
2020-12-08,35_39,1432
2020-12-08,40_44,1441
2020-12-08,45_49,1252
2020-12-08,50_54,1213
2020-12-08,55_59,1015
2020-12-08,60+,2856
2020-12-09,00_04,398
2020-12-09,05_09,635
2020-12-09,10_14,1320
2020-12-09,15_19,1253
2020-12-09,20_24,1412
2020-12-09,25_29,1552
2020-12-09,30_34,1540
2020-12-09,35_39,1496
2020-12-09,40_44,1439
2020-12-09,45_49,1345
2020-12-09,50_54,1269
2020-12-09,55_59,1106
2020-12-09,60+,2809
2020-12-10,00_04,453
2020-12-10,05_09,712
2020-12-10,10_14,1291
2020-12-10,15_19,1371
2020-12-10,20_24,1422
2020-12-10,25_29,1660
2020-12-10,30_34,1633
2020-12-10,35_39,1623
2020-12-10,40_44,1694
2020-12-10,45_49,1522
2020-12-10,50_54,1324
2020-12-10,55_59,1081
2020-12-10,60+,2833
2020-12-11,00_04,483
2020-12-11,05_09,766
2020-12-11,10_14,1422
2020-12-11,15_19,1511
2020-12-11,20_24,1398
2020-12-11,25_29,1618
2020-12-11,30_34,1761
2020-12-11,35_39,1830
2020-12-11,40_44,1649
2020-12-11,45_49,1589
2020-12-11,50_54,1520
2020-12-11,55_59,1232
2020-12-11,60+,3207
2020-12-12,00_04,389
2020-12-12,05_09,603
2020-12-12,10_14,1165
2020-12-12,15_19,1191
2020-12-12,20_24,1199
2020-12-12,25_29,1340
2020-12-12,30_34,1467
2020-12-12,35_39,1443
2020-12-12,40_44,1416
2020-12-12,45_49,1370
2020-12-12,50_54,1221
2020-12-12,55_59,987
2020-12-12,60+,2358
2020-12-13,00_04,466
2020-12-13,05_09,678
2020-12-13,10_14,1371
2020-12-13,15_19,1364
2020-12-13,20_24,1300
2020-12-13,25_29,1568
2020-12-13,30_34,1634
2020-12-13,35_39,1661
2020-12-13,40_44,1583
2020-12-13,45_49,1532
2020-12-13,50_54,1378
2020-12-13,55_59,1062
2020-12-13,60+,2710
2020-12-14,00_04,701
2020-12-14,05_09,1097
2020-12-14,10_14,2216
2020-12-14,15_19,2108
2020-12-14,20_24,2205
2020-12-14,25_29,2625
2020-12-14,30_34,2661
2020-12-14,35_39,2541
2020-12-14,40_44,2482
2020-12-14,45_49,2471
2020-12-14,50_54,2348
2020-12-14,55_59,1853
2020-12-14,60+,4417
2020-12-15,00_04,626
2020-12-15,05_09,998
2020-12-15,10_14,1970
2020-12-15,15_19,2075
2020-12-15,20_24,2362
2020-12-15,25_29,2985
2020-12-15,30_34,2714
2020-12-15,35_39,2609
2020-12-15,40_44,2417
2020-12-15,45_49,2317
2020-12-15,50_54,2207
2020-12-15,55_59,1910
2020-12-15,60+,4191
2020-12-16,00_04,696
2020-12-16,05_09,961
2020-12-16,10_14,1777
2020-12-16,15_19,2025
2020-12-16,20_24,2604
2020-12-16,25_29,3248
2020-12-16,30_34,3090
2020-12-16,35_39,2643
2020-12-16,40_44,2567
2020-12-16,45_49,2425
2020-12-16,50_54,2277
2020-12-16,55_59,1802
2020-12-16,60+,4231
2020-12-17,00_04,681
2020-12-17,05_09,858
2020-12-17,10_14,1552
2020-12-17,15_19,1896
2020-12-17,20_24,2564
2020-12-17,25_29,3171
2020-12-17,30_34,3078
2020-12-17,35_39,2710
2020-12-17,40_44,2634
2020-12-17,45_49,2413
2020-12-17,50_54,2157
2020-12-17,55_59,1849
2020-12-17,60+,4298
2020-12-18,00_04,768
2020-12-18,05_09,979
2020-12-18,10_14,1757
2020-12-18,15_19,1861
2020-12-18,20_24,2661
2020-12-18,25_29,3254
2020-12-18,30_34,3127
2020-12-18,35_39,2943
2020-12-18,40_44,2708
2020-12-18,45_49,2675
2020-12-18,50_54,2575
2020-12-18,55_59,2043
2020-12-18,60+,4646
2020-12-19,00_04,583
2020-12-19,05_09,634
2020-12-19,10_14,1235
2020-12-19,15_19,1289
2020-12-19,20_24,1666
2020-12-19,25_29,2223
2020-12-19,30_34,2222
2020-12-19,35_39,2059
2020-12-19,40_44,1869
2020-12-19,45_49,1791
2020-12-19,50_54,1649
2020-12-19,55_59,1374
2020-12-19,60+,3307
2020-12-20,00_04,765
2020-12-20,05_09,868
2020-12-20,10_14,1432
2020-12-20,15_19,1715
2020-12-20,20_24,2579
2020-12-20,25_29,3122
2020-12-20,30_34,2949
2020-12-20,35_39,2739
2020-12-20,40_44,2529
2020-12-20,45_49,2427
2020-12-20,50_54,2239
2020-12-20,55_59,2012
2020-12-20,60+,3943
2020-12-21,00_04,951
2020-12-21,05_09,1199
2020-12-21,10_14,2109
2020-12-21,15_19,2355
2020-12-21,20_24,3449
2020-12-21,25_29,4371
2020-12-21,30_34,4397
2020-12-21,35_39,4040
2020-12-21,40_44,3812
2020-12-21,45_49,3655
2020-12-21,50_54,3475
2020-12-21,55_59,2922
2020-12-21,60+,6180
2020-12-22,00_04,953
2020-12-22,05_09,1217
2020-12-22,10_14,1906
2020-12-22,15_19,2231
2020-12-22,20_24,3570
2020-12-22,25_29,4262
2020-12-22,30_34,4129
2020-12-22,35_39,3837
2020-12-22,40_44,3437
2020-12-22,45_49,3496
2020-12-22,50_54,3321
2020-12-22,55_59,2744
2020-12-22,60+,6187
2020-12-23,00_04,947
2020-12-23,05_09,1082
2020-12-23,10_14,1594
2020-12-23,15_19,2100
2020-12-23,20_24,3283
2020-12-23,25_29,3984
2020-12-23,30_34,3806
2020-12-23,35_39,3605
2020-12-23,40_44,3309
2020-12-23,45_49,3163
2020-12-23,50_54,2942
2020-12-23,55_59,2539
2020-12-23,60+,5598
2020-12-24,00_04,728
2020-12-24,05_09,819
2020-12-24,10_14,1228
2020-12-24,15_19,1554
2020-12-24,20_24,2402
2020-12-24,25_29,2713
2020-12-24,30_34,2841
2020-12-24,35_39,2758
2020-12-24,40_44,2624
2020-12-24,45_49,2566
2020-12-24,50_54,2458
2020-12-24,55_59,1997
2020-12-24,60+,4312
2020-12-25,00_04,254
2020-12-25,05_09,258
2020-12-25,10_14,449
2020-12-25,15_19,646
2020-12-25,20_24,943
2020-12-25,25_29,1223
2020-12-25,30_34,1213
2020-12-25,35_39,1269
2020-12-25,40_44,1219
2020-12-25,45_49,1114
2020-12-25,50_54,1053
2020-12-25,55_59,958
2020-12-25,60+,2267
2020-12-26,00_04,899
2020-12-26,05_09,946
2020-12-26,10_14,1365
2020-12-26,15_19,1987
2020-12-26,20_24,3074
2020-12-26,25_29,3625
2020-12-26,30_34,3615
2020-12-26,35_39,3710
2020-12-26,40_44,3534
2020-12-26,45_49,3227
2020-12-26,50_54,3196
2020-12-26,55_59,2664
2020-12-26,60+,5401
2020-12-27,00_04,917
2020-12-27,05_09,1069
2020-12-27,10_14,1494
2020-12-27,15_19,2308
2020-12-27,20_24,3810
2020-12-27,25_29,4371
2020-12-27,30_34,4370
2020-12-27,35_39,4186
2020-12-27,40_44,3835
2020-12-27,45_49,3666
2020-12-27,50_54,3625
2020-12-27,55_59,3108
2020-12-27,60+,6250
2020-12-28,00_04,834
2020-12-28,05_09,857
2020-12-28,10_14,1380
2020-12-28,15_19,2109
2020-12-28,20_24,3606
2020-12-28,25_29,4054
2020-12-28,30_34,4137
2020-12-28,35_39,3706
2020-12-28,40_44,3519
2020-12-28,45_49,3399
2020-12-28,50_54,3472
2020-12-28,55_59,2930
2020-12-28,60+,6457
2020-12-29,00_04,1441
2020-12-29,05_09,1594
2020-12-29,10_14,2545
2020-12-29,15_19,3942
2020-12-29,20_24,6579
2020-12-29,25_29,7776
2020-12-29,30_34,7387
2020-12-29,35_39,6769
2020-12-29,40_44,6211
2020-12-29,45_49,5894
2020-12-29,50_54,6067
2020-12-29,55_59,5467
2020-12-29,60+,11862
2020-12-30,00_04,1317
2020-12-30,05_09,1501
2020-12-30,10_14,2171
2020-12-30,15_19,3548
2020-12-30,20_24,5886
2020-12-30,25_29,6701
2020-12-30,30_34,6377
2020-12-30,35_39,5856
2020-12-30,40_44,5214
2020-12-30,45_49,5092
2020-12-30,50_54,5184
2020-12-30,55_59,4614
2020-12-30,60+,10301
2020-12-31,00_04,993
2020-12-31,05_09,1099
2020-12-31,10_14,1617
2020-12-31,15_19,2682
2020-12-31,20_24,4182
2020-12-31,25_29,4796
2020-12-31,30_34,4778
2020-12-31,35_39,4364
2020-12-31,40_44,3908
2020-12-31,45_49,3751
2020-12-31,50_54,3982
2020-12-31,55_59,3547
2020-12-31,60+,7759
